CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
12513.0,2011-08-19 10:51:00,112,1,612.29,2,1,1,211
12514.0,2011-03-17 16:38:00,266,1,1017.68,1,1,1,111
12515.0,2010-12-21 15:43:00,352,1,383.7,1,1,1,111
12516.0,2011-09-23 09:13:00,77,2,1312.06,2,1,1,211
12517.0,2011-11-11 14:04:00,27,5,2481.6,4,1,1,411
12518.0,2011-12-09 10:13:00,0,5,2056.89,5,1,1,511
12519.0,2011-10-07 09:26:00,63,1,330.84,3,1,1,311
12520.0,2011-09-21 15:23:00,78,5,2634.26,2,1,1,211
12521.0,2011-07-20 10:51:00,142,1,599.68,2,1,1,211
12522.0,2011-10-31 15:30:00,38,2,192.72,3,1,1,311
12523.0,2011-11-20 12:55:00,18,11,1789.77,4,1,1,411
12524.0,2011-11-30 15:31:00,8,8,4485.72,5,1,1,511
12526.0,2011-12-09 12:09:00,0,3,1316.66,5,1,1,511
12527.0,2011-09-19 11:55:00,81,3,348.71000000000004,2,1,1,211
12528.0,2011-11-30 14:40:00,8,6,1933.48,5,1,1,511
12530.0,2011-10-11 12:34:00,59,4,1662.28,3,1,1,311
12531.0,2011-11-25 11:12:00,14,1,125.22,4,1,1,411
12532.0,2011-11-09 13:47:00,29,1,349.83000000000004,4,1,1,411
12534.0,2011-08-01 10:26:00,130,1,1089.18,2,1,1,211
12535.0,2011-09-09 08:48:00,91,2,716.35,2,1,1,211
12536.0,2011-10-27 14:20:00,42,3,12601.830000000002,3,1,1,311
12538.0,2011-11-10 17:16:00,28,1,363.95,4,1,1,411
12539.0,2011-11-17 13:30:00,21,4,5568.35,4,1,1,411
12540.0,2011-11-20 11:31:00,19,17,13400.24,4,1,1,411
12541.0,2011-11-10 10:40:00,29,3,981.18,4,1,1,411
12544.0,2011-11-03 16:15:00,35,1,372.7,3,1,1,311
12545.0,2011-09-25 13:39:00,74,2,1000.39,2,1,1,211
12546.0,2011-10-24 12:09:00,46,2,1161.5,3,1,1,311
12547.0,2011-05-26 12:38:00,197,2,207.79999999999998,1,1,1,111
12548.0,2011-06-26 15:35:00,165,1,95.19999999999999,2,1,1,211
12550.0,2011-09-21 14:35:00,78,1,964.83,2,1,1,211
12551.0,2010-12-17 11:23:00,357,1,168.0,1,1,1,111
12552.0,2011-11-01 10:02:00,38,2,437.82,3,1,1,311
12553.0,2011-12-01 16:38:00,7,10,3692.28,5,1,1,511
12556.0,2011-10-20 13:06:00,49,2,599.56,3,1,1,311
12557.0,2011-11-23 16:59:00,15,5,11990.960000000001,4,1,1,411
12558.0,2011-12-02 10:41:00,7,1,269.96,5,1,1,511
12559.0,2011-02-02 09:49:00,310,2,561.71,1,1,1,111
12560.0,2011-12-04 13:54:00,4,3,2134.01,5,1,1,511
12561.0,2011-02-10 11:39:00,302,1,238.85,1,1,1,111
12562.0,2011-12-01 17:20:00,7,7,3781.7400000000002,5,1,1,511
12564.0,2011-03-23 14:55:00,260,1,456.9,1,1,1,111
12565.0,2011-02-24 10:34:00,288,1,145.92,1,1,1,111
12566.0,2011-09-14 14:30:00,85,1,351.65,2,1,1,211
12567.0,2011-11-17 11:02:00,22,10,9401.28,4,1,1,411
12569.0,2011-12-07 16:24:00,1,32,4124.69,5,1,1,511
12571.0,2011-10-31 10:19:00,39,2,519.61,3,1,1,311
12572.0,2011-12-01 09:20:00,8,2,1020.42,5,1,1,511
12573.0,2011-04-26 15:52:00,226,1,160.54000000000002,1,1,1,111
12574.0,2011-01-28 09:20:00,315,1,218.45,1,1,1,111
12576.0,2011-11-04 10:11:00,35,5,1315.83,3,1,1,311
12577.0,2011-11-04 13:24:00,34,3,626.6,3,1,1,311
12578.0,2011-11-18 13:30:00,20,2,2794.51,4,1,1,411
12579.0,2011-09-22 17:15:00,77,1,440.42,2,1,1,211
12580.0,2011-04-07 10:24:00,246,1,415.7,1,1,1,111
12581.0,2011-10-31 08:56:00,39,1,197.71,3,1,1,311
12582.0,2011-04-15 08:45:00,238,2,511.36,1,1,1,111
12583.0,2011-12-07 08:07:00,2,15,7281.38,5,1,1,511
12584.0,2011-12-06 09:35:00,3,9,2338.15,5,1,1,511
12585.0,2011-04-19 13:39:00,233,2,2040.1,1,1,1,111
12586.0,2011-11-22 16:24:00,16,1,196.94000000000003,4,1,1,411
12587.0,2011-12-02 12:47:00,7,1,144.0,5,1,1,511
12588.0,2011-10-31 15:01:00,38,1,214.89999999999998,3,1,1,311
12589.0,2011-11-11 10:19:00,28,2,646.68,4,1,1,411
12590.0,2011-05-12 14:52:00,210,2,9864.26,1,1,1,111
12591.0,2011-01-26 14:35:00,316,1,452.84999999999997,1,1,1,111
12592.0,2011-09-08 15:04:00,91,2,437.6,2,1,1,211
12593.0,2011-08-23 12:43:00,108,3,418.09999999999997,2,1,1,211
12594.0,2011-11-02 12:20:00,37,10,3338.2200000000003,3,1,1,311
12596.0,2011-10-19 13:02:00,50,2,618.27,3,1,1,311
12597.0,2011-11-20 13:33:00,18,4,3811.22,4,1,1,411
12598.0,2011-11-30 12:18:00,9,8,3023.08,5,1,1,511
12599.0,2011-11-10 13:34:00,28,7,1032.58,4,1,1,411
12600.0,2011-11-11 10:29:00,28,10,2599.04,4,1,1,411
12601.0,2011-06-03 10:17:00,189,5,577.0600000000001,1,1,1,111
12602.0,2011-10-12 11:22:00,58,1,153.12,3,1,1,311
12603.0,2011-11-18 10:42:00,21,1,739.1999999999999,4,1,1,411
12604.0,2011-09-21 14:08:00,78,2,254.18,2,1,1,211
12607.0,2011-10-10 16:06:00,59,1,1579.51,3,1,1,311
12609.0,2011-09-22 16:34:00,77,3,1126.85,2,1,1,211
12610.0,2011-11-17 09:34:00,22,5,2099.54,4,1,1,411
12611.0,2011-10-18 13:12:00,51,1,1193.32,3,1,1,311
12612.0,2011-09-26 15:35:00,73,1,704.0400000000001,2,1,1,211
12613.0,2011-10-13 14:59:00,56,5,3344.38,3,1,1,311
12614.0,2011-03-07 10:22:00,277,1,315.6,1,1,1,111
12615.0,2011-12-07 15:02:00,1,4,2291.19,5,1,1,511
12616.0,2011-09-05 15:17:00,94,2,713.3,2,1,1,211
12617.0,2011-11-10 14:39:00,28,1,352.98,4,1,1,411
12618.0,2011-11-18 11:10:00,21,1,177.31,4,1,1,411
12619.0,2011-11-23 14:52:00,15,9,3641.24,4,1,1,411
12620.0,2011-11-25 10:20:00,14,3,1339.41,4,1,1,411
12621.0,2011-12-08 11:25:00,1,20,13689.67,5,1,1,511
12622.0,2011-04-21 16:39:00,231,1,180.1,1,1,1,111
12623.0,2011-03-08 13:50:00,275,1,305.1,1,1,1,111
12624.0,2011-08-25 15:04:00,105,2,641.13,2,1,1,211
12625.0,2011-05-12 09:54:00,211,2,2683.82,1,1,1,111
12626.0,2011-11-16 16:06:00,22,9,6620.48,4,1,1,411
12627.0,2011-11-29 12:07:00,10,7,4478.53,5,1,1,511
12628.0,2011-12-05 13:15:00,3,3,786.46,5,1,1,511
12630.0,2011-11-30 10:48:00,9,2,1270.88,5,1,1,511
12631.0,2011-10-13 13:53:00,56,1,640.5,3,1,1,311
12633.0,2011-10-12 11:40:00,58,4,2163.98,3,1,1,311
12635.0,2011-09-11 11:04:00,89,2,1689.18,2,1,1,211
12637.0,2011-10-03 13:46:00,66,8,6002.9,3,1,1,311
12638.0,2011-11-06 13:11:00,32,1,671.69,4,1,1,411
12639.0,2011-04-15 12:48:00,238,1,486.1,1,1,1,111
12640.0,2011-11-16 11:52:00,23,3,1174.58,4,1,1,411
12641.0,2011-08-16 13:26:00,114,1,185.9,2,1,1,211
12642.0,2011-11-14 15:03:00,24,3,1013.26,4,1,1,411
12643.0,2011-08-03 12:56:00,127,6,3344.64,2,1,1,211
12644.0,2011-08-02 10:33:00,129,1,477.91,2,1,1,211
12645.0,2011-11-06 12:38:00,33,4,1775.18,3,1,1,311
12646.0,2011-12-05 10:14:00,4,2,1346.97,5,1,1,511
12647.0,2011-11-17 12:56:00,21,12,3722.82,4,1,1,411
12648.0,2011-07-08 11:55:00,154,1,318.05,2,1,1,211
12649.0,2011-08-24 14:41:00,106,3,623.51,2,1,1,211
12650.0,2011-12-06 16:34:00,2,1,314.44,5,1,1,511
12651.0,2011-01-09 12:46:00,334,1,114.0,1,1,1,111
12652.0,2011-01-12 15:00:00,330,1,919.98,1,1,1,111
12653.0,2011-07-14 10:41:00,148,2,2209.85,2,1,1,211
12654.0,2011-11-29 10:10:00,10,5,601.98,5,1,1,511
12656.0,2011-11-22 13:42:00,16,5,4051.17,4,1,1,411
12657.0,2011-11-28 15:47:00,10,4,1643.18,5,1,1,511
12658.0,2011-11-21 10:22:00,18,1,686.05,4,1,1,411
12659.0,2011-11-10 11:53:00,29,1,91.68,4,1,1,411
12660.0,2011-11-28 13:26:00,10,1,245.1,5,1,1,511
12662.0,2011-12-09 11:59:00,0,11,3849.78,5,1,1,511
12664.0,2011-12-01 17:07:00,7,9,4881.88,5,1,1,511
12665.0,2011-01-19 08:34:00,324,1,63.0,1,1,1,111
12667.0,2011-10-12 17:00:00,57,1,620.13,3,1,1,311
12668.0,2011-11-28 10:56:00,11,4,3807.15,5,1,1,511
12669.0,2011-07-12 09:54:00,150,3,2744.0299999999997,2,1,1,211
12670.0,2011-11-29 15:23:00,9,5,2996.05,5,1,1,511
12672.0,2011-01-14 09:20:00,329,1,225.89999999999998,1,1,1,111
12673.0,2011-12-04 13:55:00,4,2,610.52,5,1,1,511
12674.0,2011-11-01 12:12:00,38,4,1970.6,3,1,1,311
12676.0,2011-11-15 12:25:00,24,6,1331.39,4,1,1,411
12678.0,2011-10-28 13:04:00,41,12,17628.46,3,1,1,311
12679.0,2011-10-12 12:30:00,58,4,1113.02,3,1,1,311
12680.0,2011-12-09 12:50:00,0,4,862.81,5,1,1,511
12681.0,2011-11-25 11:33:00,14,22,13787.54,4,1,1,411
12682.0,2011-12-06 10:00:00,3,31,12279.82,5,1,1,511
12683.0,2011-12-05 16:31:00,3,15,8476.57,5,1,1,511
12684.0,2011-12-02 09:53:00,7,7,2283.63,5,1,1,511
12685.0,2011-11-11 13:46:00,27,6,2863.08,4,1,1,411
12686.0,2010-12-03 09:51:00,371,1,89.14,1,1,1,111
12688.0,2011-08-18 08:49:00,113,1,4873.8099999999995,2,1,1,211
12689.0,2011-11-14 08:31:00,25,2,1247.61,4,1,1,411
12690.0,2011-05-18 09:09:00,205,1,389.01,1,1,1,111
12691.0,2011-11-11 16:49:00,27,6,1035.8,4,1,1,411
12693.0,2011-08-04 17:51:00,126,4,855.91,2,1,1,211
12694.0,2011-09-30 13:06:00,69,2,869.67,3,1,1,311
12695.0,2011-12-02 13:22:00,6,4,582.1,5,1,1,511
12697.0,2011-11-11 08:47:00,28,3,957.59,4,1,1,411
12700.0,2011-12-02 10:47:00,7,4,4939.99,5,1,1,511
12701.0,2011-09-21 10:47:00,79,2,797.71,2,1,1,211
12702.0,2011-11-20 10:36:00,19,1,219.0,4,1,1,411
12703.0,2011-09-29 17:52:00,70,1,283.55,3,1,1,311
12704.0,2011-12-02 13:15:00,6,8,2340.84,5,1,1,511
12705.0,2011-11-24 13:17:00,14,9,6868.29,4,1,1,411
12707.0,2011-02-21 08:38:00,291,1,603.42,1,1,1,111
12708.0,2011-11-10 09:52:00,29,10,2712.91,4,1,1,411
12709.0,2011-11-24 15:38:00,14,15,9706.52,4,1,1,411
12710.0,2011-09-04 12:00:00,96,3,1149.02,2,1,1,211
12712.0,2011-11-11 08:19:00,28,13,4396.13,4,1,1,411
12713.0,2011-12-09 12:16:00,0,1,848.55,5,1,1,511
12714.0,2011-11-30 15:43:00,8,5,4708.86,5,1,1,511
12715.0,2011-08-25 15:22:00,105,1,343.36,2,1,1,211
12716.0,2011-12-06 08:55:00,3,2,1053.49,5,1,1,511
12717.0,2011-07-11 14:47:00,150,2,1030.98,2,1,1,211
12718.0,2011-09-29 16:38:00,70,1,238.25,3,1,1,311
12719.0,2011-12-04 13:45:00,4,2,644.95,5,1,1,511
12720.0,2011-12-07 08:03:00,2,25,5781.73,5,1,1,511
12721.0,2011-11-08 12:13:00,31,6,2656.13,4,1,1,411
12722.0,2011-09-15 14:50:00,84,4,997.63,2,1,1,211
12723.0,2011-12-06 10:19:00,3,5,725.07,5,1,1,511
12724.0,2011-12-04 16:02:00,4,4,1031.41,5,1,1,511
12725.0,2010-12-03 15:45:00,370,1,427.8,1,1,1,111
12726.0,2011-11-11 13:35:00,27,7,2609.1,4,1,1,411
12727.0,2011-11-29 11:46:00,10,7,3980.7,5,1,1,511
12728.0,2011-09-29 15:31:00,70,4,836.33,3,1,1,311
12729.0,2011-08-18 11:40:00,113,1,453.01,2,1,1,211
12731.0,2011-11-16 11:59:00,23,12,18895.91,4,1,1,411
12732.0,2011-06-13 11:33:00,179,1,236.26000000000002,1,1,1,111
12733.0,2011-04-19 16:19:00,233,1,383.95,1,1,1,111
12734.0,2010-12-22 12:47:00,352,1,110.39999999999999,1,1,1,111
12735.0,2011-01-28 13:37:00,314,2,779.5699999999999,1,1,1,111
12736.0,2011-01-11 07:57:00,332,1,234.0,1,1,1,111
12738.0,2010-12-02 18:27:00,371,1,155.35,1,1,1,111
12739.0,2011-09-22 13:00:00,77,2,1013.04,2,1,1,211
12740.0,2011-10-07 10:44:00,63,1,427.6,3,1,1,311
12743.0,2011-07-28 16:21:00,133,2,540.13,2,1,1,211
12744.0,2011-10-19 11:18:00,51,7,21279.29,3,1,1,311
12747.0,2011-12-07 14:34:00,1,11,4196.01,5,1,1,511
12748.0,2011-12-09 12:20:00,0,209,33053.19,5,5,1,551
12749.0,2011-12-06 09:56:00,3,5,4090.88,5,1,1,511
12750.0,2011-08-03 09:13:00,128,1,275.88,2,1,1,211
12752.0,2011-09-19 13:32:00,80,1,4366.78,2,1,1,211
12753.0,2011-11-17 10:52:00,22,6,21429.39,4,1,1,411
12754.0,2011-04-18 09:00:00,235,3,3010.74,1,1,1,111
12755.0,2011-03-04 12:42:00,280,2,3811.95,1,1,1,111
12756.0,2011-09-14 09:31:00,86,1,112.07999999999998,2,1,1,211
12757.0,2011-11-24 12:30:00,15,13,7834.650000000001,4,1,1,411
12758.0,2011-08-15 10:22:00,116,2,2791.59,2,1,1,211
12759.0,2011-10-18 14:49:00,51,3,1531.44,3,1,1,311
12762.0,2011-12-02 10:23:00,7,2,1898.52,5,1,1,511
12763.0,2011-07-24 14:12:00,137,2,494.08,2,1,1,211
12764.0,2011-01-27 10:19:00,316,1,1693.88,1,1,1,111
12766.0,2011-12-06 08:46:00,3,7,6989.63,5,1,1,511
12769.0,2011-04-15 10:25:00,238,1,1143.6,1,1,1,111
12770.0,2011-05-13 09:33:00,210,1,1351.45,1,1,1,111
12772.0,2011-10-11 09:19:00,59,1,892.47,3,1,1,311
12775.0,2011-11-22 16:33:00,16,5,1386.04,4,1,1,411
12778.0,2011-11-20 11:30:00,19,6,822.23,4,1,1,411
12779.0,2011-11-02 11:43:00,37,8,3981.36,3,1,1,311
12781.0,2011-10-07 10:37:00,63,2,826.74,3,1,1,311
12782.0,2011-12-05 09:16:00,4,5,2330.92,5,1,1,511
12783.0,2011-12-07 15:56:00,1,6,2225.91,5,1,1,511
12784.0,2011-11-30 15:38:00,8,2,532.8199999999999,5,1,1,511
12785.0,2010-12-10 13:48:00,363,1,311.95,1,1,1,111
12787.0,2011-11-30 08:44:00,9,3,463.66,5,1,1,511
12789.0,2011-10-05 13:34:00,64,1,91.85,3,1,1,311
12790.0,2011-05-31 14:14:00,191,1,324.92,1,1,1,111
12791.0,2010-12-01 11:27:00,373,1,192.60000000000002,1,1,1,111
12792.0,2011-03-28 11:36:00,256,1,400.53999999999996,1,1,1,111
12793.0,2011-01-09 12:12:00,334,2,545.48,1,1,1,111
12794.0,2011-10-17 14:54:00,52,2,860.41,3,1,1,311
12795.0,2011-11-21 10:27:00,18,1,430.48,4,1,1,411
12797.0,2010-12-09 10:55:00,365,1,254.03,1,1,1,111
12798.0,2011-11-29 15:52:00,9,3,6977.04,5,1,1,511
12802.0,2011-06-06 09:36:00,186,1,427.58,1,1,1,111
12808.0,2011-11-03 10:05:00,36,3,483.65000000000003,3,1,1,311
12809.0,2011-06-15 10:51:00,177,1,489.31,2,1,1,211
12811.0,2011-03-24 09:42:00,260,3,514.85,1,1,1,111
12812.0,2011-10-26 09:54:00,44,1,229.64000000000001,3,1,1,311
12814.0,2011-08-30 12:11:00,101,1,125.92,2,1,1,211
12815.0,2011-07-15 10:21:00,147,2,1063.46,2,1,1,211
12816.0,2011-09-05 12:41:00,95,2,572.2,2,1,1,211
12817.0,2011-03-03 16:28:00,280,1,166.04,1,1,1,111
12818.0,2011-03-23 12:06:00,261,1,1542.08,1,1,1,111
12820.0,2011-12-06 15:12:00,2,4,942.34,5,1,1,511
12821.0,2011-05-09 15:51:00,213,1,92.72,1,1,1,111
12822.0,2011-09-30 10:04:00,70,2,948.88,3,1,1,311
12823.0,2011-09-26 07:35:00,74,5,1759.5,2,1,1,211
12824.0,2011-10-11 12:49:00,59,1,397.12,3,1,1,311
12826.0,2011-12-07 10:25:00,2,7,1474.72,5,1,1,511
12827.0,2011-12-04 12:17:00,5,3,430.15000000000003,5,1,1,511
12828.0,2011-12-07 08:45:00,2,6,1018.71,5,1,1,511
12829.0,2011-01-07 11:13:00,336,2,293.0,1,1,1,111
12830.0,2011-11-02 11:54:00,37,6,6814.64,3,1,1,311
12831.0,2011-03-22 13:02:00,261,1,215.05,1,1,1,111
12832.0,2011-11-07 13:30:00,31,2,383.03,4,1,1,411
12833.0,2011-07-17 13:46:00,144,1,417.38,2,1,1,211
12834.0,2011-03-02 09:49:00,282,1,312.38,1,1,1,111
12836.0,2011-10-11 15:10:00,58,4,2610.36,3,1,1,311
12837.0,2011-06-19 16:07:00,172,1,134.1,2,1,1,211
12838.0,2011-11-06 12:20:00,33,2,671.95,3,1,1,311
12839.0,2011-12-07 12:33:00,2,14,5591.42,5,1,1,511
12840.0,2011-07-19 09:29:00,143,4,2726.77,2,1,1,211
12841.0,2011-12-05 11:13:00,4,25,3991.58,5,1,1,511
12842.0,2011-09-30 15:33:00,69,2,1118.99,3,1,1,311
12843.0,2011-10-05 12:09:00,65,8,1702.26,3,1,1,311
12844.0,2011-11-10 13:31:00,28,2,325.96000000000004,4,1,1,411
12845.0,2011-03-17 13:34:00,266,4,354.09,1,1,1,111
12847.0,2011-11-17 13:16:00,21,1,843.64,4,1,1,411
