antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,pair
frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.01586445067990503,0.01748327217785452,0.010846104036261602,0.6836734693877551,39.10443436633913,1.0,0.010568741527072673,3.1060206234377503,0.9901354069656106,0.4820143884892085,0.678044636132133,0.6520219198790628,"frozenset({'FELTCRAFT CUSHION BUTTERFLY', 'FELTCRAFT CUSHION RABBIT'})"
frozenset({'REGENCY SUGAR BOWL GREEN'}),frozenset({'REGENCY TEAPOT ROSES '}),0.014461472048348802,0.019102093675804014,0.010576300453270019,0.7313432835820896,38.286027489670296,1.0,0.010300056059512439,3.651119984651174,0.9881712211822968,0.460093896713615,0.726111438625992,0.6425077999831352,"frozenset({'REGENCY SUGAR BOWL GREEN', 'REGENCY TEAPOT ROSES '})"
frozenset({'REGENCY MILK JUG PINK '}),frozenset({'REGENCY TEAPOT ROSES '}),0.014677314914742067,0.019102093675804014,0.010360457586876754,0.7058823529411765,36.953140578265206,1.0,0.010080090142466075,3.335052881502267,0.9874315443592553,0.44239631336405527,0.7001546795415273,0.6241276171485544,"frozenset({'REGENCY MILK JUG PINK ', 'REGENCY TEAPOT ROSES '})"
frozenset({'BLUE HAPPY BIRTHDAY BUNTING'}),frozenset({'PINK HAPPY BIRTHDAY BUNTING'}),0.01915605439240233,0.019371897258795595,0.013706022015972373,0.7154929577464789,36.93458354584331,1.0,0.013334932898398854,3.4467621432982933,0.9919265022553811,0.5521739130434784,0.7098726403432426,0.7115069245556908,"frozenset({'BLUE HAPPY BIRTHDAY BUNTING', 'PINK HAPPY BIRTHDAY BUNTING'})"
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.01629613641269156,0.02066695445715519,0.012141161234621195,0.7450331125827814,36.04948731692978,1.0,0.01180436972555251,3.8410205162849227,0.988366916560005,0.4891304347826086,0.7396525231353851,0.6662502377535318,"frozenset({'TOILET METAL SIGN', 'BATHROOM METAL SIGN'})"
frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.014893157781135334,0.02336499028707101,0.012195121951219513,0.8188405797101449,35.04562037687854,1.0,0.01184714346431947,5.391025253615367,0.9861526917080964,0.46790890269151136,0.8145065265035861,0.6703902667603843,"frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN', 'WOODEN STAR CHRISTMAS SCANDINAVIAN'})"
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),0.019371897258795595,0.01570256853011008,0.01041441830347507,0.5376044568245125,34.23672094114043,1.0,0.01011022975921058,2.1286914331186173,0.9899691765013804,0.4223194748358862,0.5302278270857884,0.6004173486871703,"frozenset({'SET OF 12 MINI LOAF BAKING CASES', 'SET OF 6 SNACK LOAF BAKING CASES'})"
frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB'}),frozenset({'RED STRIPE CERAMIC DRAWER KNOB'}),0.018940211526009065,0.01796891862723937,0.011385711202244766,0.6011396011396012,33.4544116766339,1.0,0.011045376082551208,2.462092211155993,0.9888373649800023,0.4460887949260043,0.5938413697631237,0.6173866173866174,"frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB', 'RED STRIPE CERAMIC DRAWER KNOB'})"
frozenset({'CHILDRENS CUTLERY POLKADOT BLUE'}),frozenset({'CHILDRENS CUTLERY POLKADOT PINK'}),0.01661990071228146,0.022879343837686163,0.012303043384416144,0.7402597402597402,32.35493751531487,1.0,0.011922790961471651,3.7619145262249067,0.9854712505583537,0.4523809523809524,0.7341779051520602,0.638997794658172,"frozenset({'CHILDRENS CUTLERY POLKADOT BLUE', 'CHILDRENS CUTLERY POLKADOT PINK'})"
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 6 TEA TIME BAKING CASES'}),0.019371897258795595,0.01721346859486294,0.01025253615368012,0.5292479108635098,30.746151360885776,1.0,0.00991907860859293,2.0876944661209715,0.9865876792349553,0.38934426229508196,0.521002705985975,0.5624295980649837,"frozenset({'SET OF 12 MINI LOAF BAKING CASES', 'SET OF 6 TEA TIME BAKING CASES'})"
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.024983811785020505,0.02336499028707101,0.01721346859486294,0.6889848812095032,29.487916440125897,1.0,0.016629722075171924,3.140152843729764,0.9908428349633615,0.5528596187175043,0.6815441636871934,0.7128527177410102,"frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN', 'WOODEN STAR CHRISTMAS SCANDINAVIAN'})"
frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'}),0.02039715087416361,0.021638247355924886,0.01284265055039931,0.6296296296296297,29.097995751362337,1.0,0.012401291954428038,2.641576732139003,0.9857396522561872,0.4399260628465805,0.6214382161103247,0.6115729195529694,"frozenset({'FELTCRAFT PRINCESS LOLA DOLL', 'FELTCRAFT PRINCESS CHARLOTTE DOLL'})"
frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.014893157781135334,0.024983811785020505,0.010792143319663286,0.7246376811594203,29.004288352583966,1.0,0.010420055468774787,3.5408482624649253,0.9801194127957932,0.37105751391465674,0.7175817979548607,0.5783015619619996,"frozenset({'WOODEN TREE CHRISTMAS SCANDINAVIAN', 'WOODEN HEART CHRISTMAS SCANDINAVIAN'})"
frozenset({'CHRISTMAS CRAFT WHITE FAIRY '}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.01732139002805957,0.022717461687891214,0.010954025469458234,0.632398753894081,27.83756224979836,1.0,0.010560527455114769,2.6585397864253126,0.9810708246761484,0.37662337662337664,0.6238536639150299,0.557292013526613,"frozenset({'CHRISTMAS CRAFT WHITE FAIRY ', 'CHRISTMAS CRAFT LITTLE FRIENDS'})"
frozenset({'SET OF 6 SNACK LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.01570256853011008,0.025091733218217137,0.010900064752859918,0.6941580756013745,27.664811735579942,1.0,0.010506060092461623,3.187621411612346,0.9792294151842682,0.3646209386281588,0.686286459126843,0.564283338875956,"frozenset({'SET OF 6 SNACK LOAF BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})"
frozenset({'FELTCRAFT CUSHION OWL'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.02250161882149795,0.01748327217785452,0.010792143319663286,0.47961630695443647,27.43286851999882,1.0,0.010398741393364703,1.8880620990867958,0.9857278498481922,0.3696857670979668,0.47035640380489985,0.5484501287858603,"frozenset({'FELTCRAFT CUSHION OWL', 'FELTCRAFT CUSHION RABBIT'})"
frozenset({'SET OF 12 MINI LOAF BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.019371897258795595,0.025091733218217137,0.01327433628318584,0.6852367688022285,27.30926408482344,1.0,0.01278826180523743,3.0972749360589393,0.9824136047446427,0.42560553633217996,0.6771355399038522,0.6071345134333723,"frozenset({'SET OF 12 MINI LOAF BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})"
frozenset({'SET OF 6 TEA TIME BAKING CASES'}),frozenset({'SET OF 12 FAIRY CAKE BAKING CASES'}),0.01721346859486294,0.025091733218217137,0.011601554068638031,0.6739811912225705,26.8606869585735,1.0,0.01116963830689557,2.990343625994122,0.9796337653018097,0.37785588752196836,0.6655902715302306,0.5681733913102099,"frozenset({'SET OF 6 TEA TIME BAKING CASES', 'SET OF 12 FAIRY CAKE BAKING CASES'})"
frozenset({'CHILDRENS CUTLERY RETROSPOT RED '}),frozenset({'CHILDRENS CUTLERY POLKADOT PINK'}),0.017591193611051156,0.022879343837686163,0.010360457586876754,0.5889570552147239,25.741868271790715,1.0,0.009957982619734206,2.3771741336486136,0.9783633600644476,0.3440860215053763,0.5793324578771406,0.5208936219469846,"frozenset({'CHILDRENS CUTLERY RETROSPOT RED ', 'CHILDRENS CUTLERY POLKADOT PINK'})"
frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.018778329376214115,0.022717461687891214,0.010684221886466653,0.5689655172413793,25.045294454910316,1.0,0.010257625908299907,2.2672954888840926,0.9784459198229546,0.3467600700525394,0.5589458873346166,0.519637152919977,"frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL', 'CHRISTMAS CRAFT LITTLE FRIENDS'})"
frozenset({'RED DINER WALL CLOCK'}),frozenset({'BLUE DINER WALL CLOCK'}),0.022447658104899633,0.018238722210230953,0.010144614720483489,0.4519230769230769,24.778220300409647,1.0,0.009735198120037985,1.7912837349146662,0.9816783565015997,0.33215547703180215,0.4417411488149094,0.5040680473372781,"frozenset({'RED DINER WALL CLOCK', 'BLUE DINER WALL CLOCK'})"
"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.016673861428879777,0.03728685516943665,0.014623354198143751,0.8770226537216828,23.520960663922175,1.0,0.014001638341929855,7.828377940859049,0.9737204088827366,0.37174211248285316,0.8722596165444888,0.6346039462530266,"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})"
frozenset({'RED DINER WALL CLOCK'}),frozenset({'IVORY DINER WALL CLOCK'}),0.022447658104899633,0.021098640189941724,0.010792143319663286,0.48076923076923084,22.786740114105843,1.0,0.01031852825820118,1.885291507782335,0.9780702141753147,0.3294892915980231,0.46957804887356736,0.49613909108794024,"frozenset({'RED DINER WALL CLOCK', 'IVORY DINER WALL CLOCK'})"
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.03000215842866393,0.03728685516943665,0.024821929635225556,0.827338129496403,22.18846630365751,1.0,0.02370324349912547,5.575713630477015,0.9844676960585128,0.5844980940279544,0.8206507603737089,0.7465200054139034,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})"
"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.014623354198143751,0.04225124109648176,0.012896611266997626,0.8819188191881919,20.87320505388962,1.0,0.012278756403132605,8.110934801964174,0.9662210820829263,0.2932515337423313,0.8767096488363048,0.593577544970852,"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})"
frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),0.020559033023958558,0.03140513706022016,0.01327433628318584,0.6456692913385826,20.559352761317204,1.0,0.01262867703324283,2.7335899465189337,0.9713299408350814,0.3430962343096234,0.6341806856315662,0.5341748518548584,"frozenset({'SWEETHEART CERAMIC TRINKET BOX', 'STRAWBERRY CERAMIC TRINKET BOX'})"
"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.016673861428879777,0.04225124109648176,0.014299589898553853,0.8576051779935274,20.2977511603781,1.0,0.013595098559312926,6.726008329572431,0.9668546591027926,0.3204353083434099,0.8513234074356893,0.5980235340797777,"frozenset({'REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})"
"frozenset({""JUMBO BAG 50'S CHRISTMAS ""})",frozenset({'JUMBO BAG VINTAGE CHRISTMAS '}),0.031620979926613425,0.020774875890351825,0.013220375566587525,0.4180887372013652,20.12472851380701,1.0,0.012563453633080824,1.682773966945026,0.9813408479406474,0.33746556473829203,0.4057431243630187,0.5272261867825008,"frozenset({""JUMBO BAG 50'S CHRISTMAS "", 'JUMBO BAG VINTAGE CHRISTMAS '})"
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.024821929635225556,0.04225124109648176,0.021044679473343406,0.8478260869565217,20.06630018324171,1.0,0.019995922139845586,6.293777558508834,0.9743504614022542,0.4572098475967174,0.8411129102190693,0.6729551890721306,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})"
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.025415497517807036,0.025577379667601985,0.012950571983595942,0.5095541401273885,19.922061866752667,1.0,0.012300510154141995,1.9868097583400843,0.9745736670173302,0.3404255319148936,0.49668054739399514,0.5079416270257195,"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER BIRD DESIGN'})"
"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.020181308007770342,0.04225124109648176,0.016835743578674726,0.8342245989304814,19.74438092896511,1.0,0.015983058268396064,5.777387674676066,0.9689064790259856,0.3692307692307693,0.8269113903532412,0.6163460159403364,"frozenset({'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})"
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.030865529894236996,0.025415497517807036,0.015162961364126915,0.49125874125874125,19.329101895980877,1.0,0.014378498565714135,1.9156781285904274,0.9784653916572217,0.368766404199475,0.4779916390569178,0.543930856828946,"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER SCOTTY DOG DESIGN'})"
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03000215842866393,0.04225124109648176,0.02352687243686596,0.7841726618705036,18.55975449525437,1.0,0.022259244007681638,4.437569249586302,0.9753835899445947,0.4828349944629014,0.774651404010602,0.6705026783171164,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})"
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.03728685516943665,0.04225124109648176,0.029192747679689185,0.7829232995658465,18.530184658434568,1.0,0.02761733177219572,4.412029282682205,0.9826748519293604,0.5798499464094319,0.7733469258862057,0.7369278055939066,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER '})"
frozenset({'IVORY KITCHEN SCALES'}),frozenset({'MINT KITCHEN SCALES'}),0.03345564429095618,0.016404057845888192,0.010036693287286855,0.3,18.28815789473684,1.0,0.00948788496306655,1.4051370602201598,0.9780407920202471,0.25203252032520324,0.28832565284178185,0.455921052631579,"frozenset({'IVORY KITCHEN SCALES', 'MINT KITCHEN SCALES'})"
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.030865529894236996,0.025577379667601985,0.014407511331750486,0.46678321678321677,18.249845091617242,1.0,0.013618051955003867,1.8274417666561693,0.9753084257150721,0.3427471116816432,0.4527869406039746,0.5150371780118616,"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER BIRD DESIGN'})"
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.03323980142456292,0.037988344485214764,0.022879343837686163,0.6883116883116883,18.119023022432113,1.0,0.021616618810549736,3.0864540614432694,0.9772944601010165,0.47321428571428564,0.6760036015140345,0.6452922077922078,"frozenset({'DOLLY GIRL LUNCH BOX', 'SPACEBOY LUNCH BOX '})"
frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),0.03426505503993093,0.04079430174832722,0.024983811785020505,0.7291338582677166,17.87342415531392,1.0,0.02358599279029852,3.5412535952896067,0.9775467032313897,0.4989224137931034,0.7176141236170862,0.6707838603507895,"frozenset({'GARDENERS KNEELING PAD CUP OF TEA ', 'GARDENERS KNEELING PAD KEEP CALM '})"
frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.03016404057845888,0.02746600474854306,0.0147852363479387,0.49016100178890876,17.84609761326534,1.0,0.013956750666175504,1.907531590686191,0.9733247478679496,0.345088161209068,0.47576228625379,0.5142357071812913,"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})"
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.017537232894452838,0.03949924454996762,0.012357004101014462,0.7046153846153846,17.83870533837747,1.0,0.011664296650186732,3.2516952658464637,0.9607917488426999,0.2765700483091788,0.6924681071737252,0.5087284573350147,"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'SET/20 RED RETROSPOT PAPER NAPKINS '})"
frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.024714008202028924,0.03210662637599827,0.014137707748758903,0.5720524017467249,17.81726909104253,1.0,0.013344224321163004,2.261710026121392,0.9677927130786327,0.33122629582806573,0.5578566710804653,0.5061942681002531,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS ', 'ROUND SNACK BOXES SET OF4 WOODLAND '})"
frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),0.028868983380099286,0.024660047485430606,0.01268076840060436,0.4392523364485982,17.812307000143154,1.0,0.011968857899595006,1.7393562486509822,0.9719173053664972,0.310435931307794,0.4250746500174507,0.4767377655984785,"frozenset({'PINK CREAM FELT CRAFT TRINKET BOX ', 'PINK BLUE FELT CRAFT TRINKET BOX'})"
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER RED LOVE HEART'}),0.030865529894236996,0.020019425857975393,0.010954025469458234,0.35489510489510484,17.727536614329065,1.0,0.010336115282173434,1.5191026786158213,0.9736425773750096,0.27432432432432435,0.34171665017984043,0.4510324581079298,"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER RED LOVE HEART'})"
frozenset({'IVORY KITCHEN SCALES'}),frozenset({'RED KITCHEN SCALES'}),0.03345564429095618,0.02417440103604576,0.014299589898553853,0.4274193548387097,17.680659562211982,1.0,0.013490819736544982,1.7042587925567654,0.9760969772556818,0.3300124533001245,0.4132346540517014,0.5094686059907834,"frozenset({'IVORY KITCHEN SCALES', 'RED KITCHEN SCALES'})"
frozenset({'SMALL WHITE HEART OF WICKER'}),frozenset({'LARGE WHITE HEART OF WICKER'}),0.03140513706022016,0.027573926181739695,0.015162961364126915,0.4828178694158075,17.50994277106408,1.0,0.014296998433100987,1.8802391194758388,0.9734612753893279,0.34605911330049255,0.46815275267819456,0.5163600110288431,"frozenset({'SMALL WHITE HEART OF WICKER', 'LARGE WHITE HEART OF WICKER'})"
frozenset({'RED  HARMONICA IN BOX '}),frozenset({'BLUE HARMONICA IN BOX '}),0.030271962011655516,0.027897690481329594,0.014677314914742067,0.4848484848484848,17.3795205439306,1.0,0.013832797088278333,1.8870221302421248,0.9718817817595014,0.3374689826302729,0.47006450853245185,0.5054803352675693,"frozenset({'RED  HARMONICA IN BOX ', 'BLUE HARMONICA IN BOX '})"
frozenset({'SET OF 3 HEART COOKIE CUTTERS'}),frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'}),0.028113533347722857,0.02687243686596158,0.013112454133390891,0.46641074856046066,17.356473880165577,1.0,0.012356974983425103,1.8237390661612736,0.9696447507044734,0.3131443298969072,0.45167594501067193,0.47718127789468817,"frozenset({'SET OF 3 HEART COOKIE CUTTERS', 'SET OF 3 BUTTERFLY COOKIE CUTTERS'})"
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.024228361752644076,0.028113533347722857,0.011817396935031298,0.48775055679287305,17.349315390567224,1.0,0.011136252078937646,1.8972914066385758,0.9657596112496992,0.29161118508655126,0.4729328365157694,0.45404802311812564,"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN CIRCUS PARADE '})"
frozenset({'JUMBO BAG PEARS'}),frozenset({'JUMBO BAG APPLES'}),0.02536153680120872,0.03874379451759119,0.016835743578674726,0.6638297872340426,17.133835121199553,1.0,0.01585314140819837,2.8594330163084316,0.9661387130936461,0.35616438356164387,0.6502803198058424,0.5491850886030938,"frozenset({'JUMBO BAG PEARS', 'JUMBO BAG APPLES'})"
frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS '}),0.01537880423052018,0.03949924454996762,0.010360457586876754,0.6736842105263159,17.05562266321542,1.0,0.00975300643768936,2.9434700570242933,0.9560715460075628,0.23272727272727273,0.6602649319929037,0.46798964624676453,"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'SET/20 RED RETROSPOT PAPER NAPKINS '})"
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.030865529894236996,0.019371897258795595,0.010144614720483489,0.3286713286713287,16.966398504002964,1.0,0.009546690846534046,1.4607272780415859,0.9710313699474009,0.253028263795424,0.31540951207489487,0.42617410444708503,"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER RED RETROSPOT'})"
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.025415497517807036,0.023796676019857545,0.01025253615368012,0.4033970276008492,16.951822484124573,1.0,0.009647731793365373,1.636269628450701,0.9655492060531706,0.2631578947368421,0.3888537789784389,0.4171180149342114,"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER UNION JACK'})"
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.039876969566155836,0.0262788689833801,0.01737535074465789,0.435723951285521,16.580772618528286,1.0,0.016327429085974645,1.725611308923938,0.9787174661820041,0.3561946902654867,0.42049522112625515,0.5484574581889616,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})"
